id,address,city,company_name,contact_name,employee,fax_number,gender,major_division_description,phone,state,sales,sic_2_code_description,sic_4_code,category,title,url,mon_from,mon_to,tue_from,tue_to,wed_from,wed_to,thu_from,thu_to,fri_from,fri_to,sat_from,sat_to,sun_from,sun_to,zip_code,longitude,latitude
9074,"116 main st","Plaster rock","Wecker, Barry Md","Barry Wecker","1 to 4",,"M","Services","5063561300","NB","$1 to 2.5 million","Health Services","8011","Offices and clinics of medical doctors",,,,,,,,,,,,,,,,,"E7G2E5","-67.400082","46.890509"
9075,"647 principale","Balmoral","Restigouche Gazebo & Log Home",,"1 to 4",,,"Construction","5068262424","NB","$1 to 2.5 million","Building Cnstrctn - General Contractors & Operativ","1521","Single-family housing construction",,,,,,,,,,,,,,,,,,\N,\N
9076,"500 coverdale rd","Riverview","Raccoon Studios","Jason Kinney","3",,,"Services","5068713444","NB","500000","Educational Services","8299","Schools and educational services, nec","Owner",,,,,,,,,,,,,,,,"E1B3K2","-64.806837","46.063312"
9077,"857 mountain rd","Moncton","Deluxe French Fries Ltd","Gloria Gautreau","20 to 49","5068588311","F","Retail Trade","5068588310","NB","$1 to 2.5 million","Eating and Drinking Places","5812","Eating places","Manager",,,,,,,,,,,,,,,,"E1C2R9","-64.809178","46.100405"
9078,"Po box 3183 stn main","Saint john","Fathom Security & Invstgtns","Gary Taylor","1",,,"Services","5067383671","NB","38000","Business Services","7381","Detective and armored car services","Owner",,,,,,,,,,,,,,,,"E2M4X8","-66.149254","45.276721"
9079,"275 alford dr","Tide head","J R Construction","Jocelyn Caron","1 to 4",,"M","Construction","5067890369","NB","$500,000 to $1 million","Building Cnstrctn - General Contractors & Operativ","1521","Single-family housing construction","Owner",,,,,,,,,,,,,,,,"E3N4M9","-66.777590","47.973405"
9080,"1013 route 134","Petit-rocher-sud","Rembourreur Frenette Uphlstrng","Daniel Frenette","1 to 4",,"M","Services","5067837415","NB","Less than $500,000","Miscellaneous Repair Services","7641","Reupholstery and furniture repair","Owner",,,,,,,,,,,,,,,,"E8J1B1","-65.714400","47.768231"
9081,"520 king st #890","Fredericton","Polar Bear Corp Edu Solutions","Darryl Esau","1 to 4","5064545328","M","Services","5064545327","NB","$500,000 to $1 million","Educational Services","8243","Data processing schools","Manager",,,,,,,,,,,,,,,,"E3B6G3","-66.641550","45.960935"
9082,"3 robert st","Oromocto","Laser Pros.","Wayne Buchanan",,"5064469605",,"Retail Trade","5064578227","NB",,"Miscellaneous Retail","5943","Stationery stores","Owner",,,,,,,,,,,,,,,,"E2V3N2","-66.465742","45.826110"
9083,"1880 route 895","Elgin","N. B. Transportation Maintenance","Lee Leaman","7",,,"Public Administration","5067563154","NB",,"Executive, Legislative & General Government, Exce","9121","Legislative bodies","Manager",,,,,,,,,,,,,,,,"E4Z2N6","-65.026790","45.865170"
9084,"527 queen st","Fredericton","Canada Fisheries & Habitat",,,,,"Public Administration","5064523018","NB",,"Executive, Legislative & General Government, Exce","9121","Legislative bodies",,,,,,,,,,,,,,,,,"E3B1B8","-66.640306","45.961666"
9085,"3921 rue principale","Tracadie-sheila","Kwick Ne-Z","Fernand Breau","1 to 4",,"M","Services","5063952099","NB","Less than $500,000","Automotive Repair, Services and Parking","7542","Carwashes","Owner",,,,,,,,,,,,,,,,"E1X1B6","-64.911324","47.500719"
9086,"Chatham head","Miramichi","St Paul's Anglican Church",,"1 to 4",,,"Services","5066222916","NB",,"Membership Organizations","8661","Religious organizations",,,,,,,,,,,,,,,,,"E1V3M1","-65.550862","47.022405"
9087,"785 main st","Woodstock","Goodine, C William Md","C William Goodine","1 to 4",,"M","Services","5063284374","NB","$1 to 2.5 million","Health Services","8011","Offices and clinics of medical doctors",,,,,,,,,,,,,,,,,"E7M2E9","-67.574550","46.148670"
9088,"65 brunswick st","Fredericton","Easter Seal-March Of Dimes","June Hooper","20 to 49","5064572863","F","Services","5064588739","NB",,"Membership Organizations","8611","Business associations","Executive Director",,,,,,,,,,,,,,,,"E3B1G5","-66.652557","45.964360"
9089,"417 st. george st","Moncton","Chung Won Institute","Won Kap Chung","5 to 9",,"M","Services","5068555450","NB","$500,000 to $1 million","Amusement and Recreation Services","7999","Amusement and recreation, nec","Owner",,,,,,,,,,,,,,,,"E1C1X5","-64.790816","46.089515"
9090,"274 main st","Doaktown","Advantage Advertising","Cathy Knight-Storey","1 to 4","5063658997","F","Manufacturing","5063658960","NB","Less than $500,000","Printing, Publishing and Allied Industries","2752","Commercial printing, lithographic","Owner",,,,,,,,,,,,,,,,"E9C1B2","-66.150153","46.547020"
9091,"108 maple st","Woodstock","New Brunswick Building Permits","Gerret Hoekman","3",,,"Public Administration","5063254726","NB",,"Executive, Legislative & General Government, Exce","9121","Legislative bodies","Manager",,,,,,,,,,,,,,,,"E7M2H4","-67.573680","46.152096"
9092,"67 marr rd #a","Rothesay","King's County Home Care Svc","Bill Thorne","1 to 4",,"M","Services","5068475295","NB",,"Social Services","8322","Individual and family services","President",,,,,,,,,,,,,,,,"E2E3J9","-65.971965","45.392195"
9093,"686 riverside dr","Fredericton","Stirling Fruit Farms Ltd","Muriel Stirling","1 to 4",,"F","Retail Trade","5064582213","NB","$500,000 to $1 million","Food Stores","5431","Fruit and vegetable markets","Manager",,,,,,,,,,,,,,,,"E3A8C2","-66.611083","45.938730"
9094,"9 lorne st","Sackville","Goodwin Electric Svc Ltd","Gary Goodwin","1 to 4",,"M","Construction","5065360653","NB","Less than $500,000","Construction - Special Trade Contractors","1731","Electrical work","Owner",,,,,,,,,,,,,,,,"E4L3Z6","-64.367115","45.891812"
9095,"22 rle francois","Dieppe","Enviro Access Inc.","Nicole Leblanc","3","5063841567",,"Services","5063841566","NB","500000","Engineering, Accounting, Research, Management & R","8731","Commercial physical research","Manager",,,,,,,,,,,,,,,,"E1A7R4","-64.709925","46.081271"
9096,"1070 st. george blvd","Moncton","Stihl Canada Ltd","Dave Jack","5 to 9",,"M","Retail Trade","5068570340","NB","$500,000 to $1 million","Building Matrials, Hrdwr, Garden Supply & Mobile","5251","Hardware stores","Manager",,,,,,,,,,,,,,,,"E1E4K7","-64.830715","46.080986"
9097,"6335 route 8","Boiestown","Red Pines Park & Campground","Marion Degruyl","3",,,"Services","5063698110","NB","750000","Hotels, Rooming Houses, Camps, and Other Lodging","7033","Trailer parks and campsites","Manager",,,,,,,,,,,,,,,,"E6A1Z4","-66.407861","46.463097"
9098,"606 boul des acadiens","Bertrand","St Joachim Catholic Church","Chales Edawrd Albert","1 to 4","5067276663","M","Services","5067272739","NB",,"Membership Organizations","8661","Religious organizations","Religious Leader",,,,,,,,,,,,,,,,"E1W1G6","-65.080570","47.741417"
9099,"475 brookside dr","Fredericton","Beal, J R Md","J Beal","1 to 4",,"M","Services","5064589447","NB","$1 to 2.5 million","Health Services","8011","Offices and clinics of medical doctors",,,,,,,,,,,,,,,,,"E3A8V4","-66.647672","45.985280"
9100,"3 carleton st","Fredericton","Royal New Brunswick Regt","Joseph Cormier","175","5064607403",,"Public Administration","5064607400","NB",,"Executive, Legislative & General Government, Exce","9121","Legislative bodies","Manager",,,,,,,,,,,,,,,,"E3B3T1","-66.640302","45.962770"
9101,"500 beaverbrook crt #300","Fredericton","Oracle Corp","Ian Mac Millan","1 to 4",,"M","Retail Trade","5064620088","NB","$500,000 to $1 million","Home Furniture, Furnishings and Equipment Stores","5734","Computer and software stores","Manager",,,,,,,,,,,,,,,,"E3B5X4","-66.647347","45.954394"
9102,"1077 st. george blvd #430","Moncton","Stewart Financial Inc","William Stewart","1 to 4","5068556600","M","Finance, Insurance, And Real Estate","5068546600","NB","$1 to 2.5 million","Security & Commodity Brokers, Dealers, Exchanges","6282","Investment advice","President",,,,,,,,,,,,,,,,"E1E4C9","-64.828725","46.081571"
9103,"519 westmorland rd","Saint john","Laura Secord","Chrissy Fairweather","5 to 9",,"F","Retail Trade","5066341038","NB","$500,000 to $1 million","Food Stores","5441","Candy, nut, and confectionery stores","Manager",,,,,,,,,,,,,,,,"E2J3T1","-66.017063","45.309069"
9104,"15 mc kenzie rd","Fredericton","Standard Taxi","Joe Akouri","50 to 99","5064572490","M","Transportation, Communications, Electric, Gas, An","5064504444","NB","$2.5 to 5 million","Local, Suburban Transit & Interurbn Hgwy Passenge","4121","Taxicabs","Owner",,,,,,,,,,,,,,,,"E3B5C8","-66.628700","45.898229"
9105,"50 cameron st #103","Moncton","Cameron Arms","Verlie Terry","1 to 4","5063834682","F","Finance, Insurance, And Real Estate","5068531991","NB","Less than $500,000","Real Estate","6513","Apartment building operators","Manager",,,,,,,,,,,,,,,,"E1C9A9","-64.788014","46.086650"
9106,"122 countyline rd","Maces bay","Point Lepreau Generating Stn.","Doug Parker",,"5066597700",,"Transportation, Communications, Electric, Gas, An","5066592220","NB",,"Electric, Gas and Sanitary Services","4911","Electric services","Manager",,,,,,,,,,,,,,,,"E5J1W1","-66.491250","45.092574"
9107,"27 waterloo st","Saint john","Jones-Maher Locksmith & Shrpn","John Maher","1 to 4","5066424899","M","Services","5066528988","NB","Less than $500,000","Miscellaneous Repair Services","7699","Repair services, nec","Owner",,,,,,,,,,,,,,,,"E2L3P5","-66.057431","45.275636"
9108,"8 boucher st","Campbellton","Au Gros Pinceau","Thelma Doucet","1 to 4",,"F","Retail Trade","5067598977","NB","Less than $500,000","Miscellaneous Retail","5999","Miscellaneous retail stores, nec","Owner",,,,,,,,,,,,,,,,"E3N2P1","-66.690619","47.997091"
9109,"102 prince william st","Saint john","Moore, Paul","Paul Moore","1 to 4",,"M","Services","5066483422","NB","Less than $500,000","Legal Services","8111","Legal services",,,,,,,,,,,,,,,,,"E2L2B3","-66.062236","45.272510"
9110,"138 water st","Campbellton","Kfc","Joanne Boris","5 to 9",,"F","Retail Trade","5067532721","NB","Less than $500,000","Eating and Drinking Places","5812","Eating places","Manager",,,,,,,,,,,,,,,,"E3N1B3","-66.673442","48.007547"
9111,"104 hartley st","Woodstock","Sabrina's Professional Photo","Sabrina Monteith","1 to 4",,"F","Services","5063282026","NB","Less than $500,000","Personal Services","7221","Photographic studios, portrait","Owner",,,,,,,,,,,,,,,,"E7M1V8","-67.580085","46.152391"
9112,"560 somerset st","Saint john","Vitalaire","Laurier Saulnier","5 to 9","5066580968","M","Services","5066348962","NB","Less than $500,000","Health Services","8082","Home health care services","Manager",,,,,,,,,,,,,,,,"E2K2Y7","-66.089225","45.288126"
9113,"71 hardings point landing","Saint john","Harding Point Campground","Howard Heans","5 to 9",,"M","Services","5067632517","NB","$1 to 2.5 million","Hotels, Rooming Houses, Camps, and Other Lodging","7033","Trailer parks and campsites","Owner",,,,,,,,,,,,,,,,"E2L4S8","-66.028859","45.431921"
9114,"633 rothesay ave","Saint john","Maple Leaf Nissan","John Lawson","10 to 19","5066340594","M","Retail Trade","5066331515","NB","$10 to 20 million","Automotive Dealers and Gasoline Service Stations","5511","New and used car dealers","Owner",,,,,,,,,,,,,,,,"E2H2G9","-66.026348","45.315432"
9115,"75 frog lake rd","Harvey york co","Little's Lumber Ltd","Mitchell Little","20 to 49","5063663637","M","Retail Trade","5063663445","NB","$5 to 10 million","Building Matrials, Hrdwr, Garden Supply & Mobile","5211","Lumber and other building materials","Owner",,,,,,,,,,,,,,,,"E6K2C7","-67.057555","45.676636"
9116,"328 king st","Fredericton","Wui's Tai Chi Chuan Inc",,"1 to 4",,,"Services","5064508889","NB","Less than $500,000","Amusement and Recreation Services","7999","Amusement and recreation, nec",,,,,,,,,,,,,,,,,"E3B1E3","-66.646025","45.962938"
9117,"146 church st","Moncton","Reflex Massage Therapy","Ron Collins","1 to 4","5063899329","M","Services","5068578684","NB","Less than $500,000","Personal Services","7299","Miscellaneous personal service","Owner",,,,,,,,,,,,,,,,"E1C4Z7","-64.779878","46.092828"
9118,"77 westmorland st #110","Fredericton","Cad & Cam Systems Ltd","John Kipping","5 to 9","5064589105","M","Retail Trade","5064589766","NB","$1 to 2.5 million","Home Furniture, Furnishings and Equipment Stores","5734","Computer and software stores","Owner",,,,,,,,,,,,,,,,"E3B6Z3","-66.646013","45.963345"
9119,"3923 main st","Belledune","Winton Building Supplies","Robert Winton","5 to 9","5062372838","M","Retail Trade","5062372839","NB","$1 to 2.5 million","Building Matrials, Hrdwr, Garden Supply & Mobile","5211","Lumber and other building materials","Owner",,,,,,,,,,,,,,,,"E8G2K3","-65.898400","47.914080"
9120,"Po box 337","Harvey station","Linked Communications","Greg Davidson","1 to 4","5063663578","M","Services","5063663020","NB","Less than $500,000","Engineering, Accounting, Research, Management & R","8748","Business consulting, nec","Owner",,,,,,,,,,,,,,,,"E6K3W9","-67.017796","45.723222"
9121,"3701 westfield rd #1433","Saint john","Tim Horton Donuts","Dianne Bosfet","10 to 19","5067382571","F","Retail Trade","5067382571","NB","$2.5 to 5 million","Food Stores","5499","Miscellaneous food stores","Manager",,,,,,,,,,,,,,,,"E2M7T4","-66.195591","45.296726"
9122,"280 rue principale","Eel river crossing","Savoie Chez Rita","Rita Savoie","1 to 4",,"F","Retail Trade","5068262455","NB","Less than $500,000","Miscellaneous Retail","5949","Sewing, needlework, and piece goods","Owner",,,,,,,,,,,,,,,,"E8E1T2","-66.421215","48.017372"
9123,"280 route 105","Maugerville","R V World","David Dobson","20 to 49","5064502110","M","Retail Trade","5064589555","NB","$10 to 20 million","Automotive Dealers and Gasoline Service Stations","5561","Recreational vehicle dealers","Manager",,,,,,,,,,,,,,,,"E3A8G2","-66.561483","45.911069"
9124,"116 main st","Fredericton","Drugstore Pharmacy","Lori Andrews","5 to 9","5064741290","F","Retail Trade","5064741276","NB","$1 to 2.5 million","Miscellaneous Retail","5912","Drug stores and proprietary stores","Manager",,,,,,,,,,,,,,,,"E3A9N6","-66.656523","45.979444"
9125,"249 duke st","Miramichi","Miramichi Energy Ltd","Simon Kingston","5 to 9","5067739260","M","Retail Trade","5067788579","NB","$2.5 to 5 million","Miscellaneous Retail","5983","Fuel oil dealers","Owner",,,,,,,,,,,,,,,,"E1N1J5","-65.462498","47.034559"
9126,"25 loisville st","Oromocto","St Vincent De Paul","Ken Weir","1 to 4",,"M","Services","5063572593","NB",,"Membership Organizations","8661","Religious organizations","Religious Leader",,,,,,,,,,,,,,,,"E2V1B9","-66.471662","45.850947"
9127,"168 rothesay ave","Saint john","Atlantic Superstore Photolab","Craig Curwen","5 to 9",,"M","Services","5066481327","NB","$500,000 to $1 million","Business Services","7384","Photofinish laboratories","Manager",,,,,,,,,,,,,,,,"E2J2B5","-66.045459","45.290150"
9128,"1585 rue principale","Neguac","627783 Nb Inc.",,,,,"Public Administration","5067761130","NB",,"Executive, Legislative & General Government, Exce","9121","Legislative bodies",,,,,,,,,,,,,,,,,"E9G1T8","-65.045170","47.278241"
9129,"221 boul st-pierre e","Caraquet","Etoile Du Souvenir",,,,,"Retail Trade","5067276481","NB",,"Miscellaneous Retail","5947","Gift, novelty, and souvenir shop",,,,,,,,,,,,,,,,,"E1W1B1","-64.922085","47.793825"
9130,"1325 mountain rd","Moncton","Spina Bifida & Hydrocephalus","Elaine Gallant","1 to 4",,"F","Services","5068579947","NB",,"Membership Organizations","8611","Business associations","Manager",,,,,,,,,,,,,,,,"E1C2T9","-64.829792","46.109819"
9131,"15 carlisle cross","Douglas","Great Automotive Partnership","Bill Gourley","5 to 9","5064502164","M","Wholesale Trade","5064591718","NB","$5 to 10 million","Wholesale Trade - Durable Goods","5013","Motor vehicle supplies and new parts","Owner",,,,,,,,,,,,,,,,"E3A7V6","-66.750730","45.984830"
9132,"534 union st","Fredericton","Tim Hortons","Tanya Miller","20 to 49","5064629958","F","Retail Trade","5064629958","NB","$2.5 to 5 million","Food Stores","5499","Miscellaneous food stores","Manager",,,,,,,,,,,,,,,,"E3A3N2","-66.630776","45.968359"
9133,"215 prospect st w","Fredericton","Quick Stop Convenience Store","Leshok Sachdeva","1 to 4",,"M","Retail Trade","5064502943","NB","Less than $500,000","Food Stores","5411","Grocery stores","Owner",,,,,,,,,,,,,,,,"E3B5Y4","-66.676928","45.945584"
9134,"199 rue l'anse","Eel river crossing","Dynamic Transport","Gilles Chouinard","20 to 49","5068263577","M","Transportation, Communications, Electric, Gas, An","5068263769","NB","$5 to 10 million","Motor Freight Transportation","4213","Trucking, except local","Owner",,,,,,,,,,,,,,,,"E8E1R2","-66.383480","48.008200"
9135,"17 isaac st","Rothesay","Scarhawk Industries Ltd.","Dave Eldridge","7","5068499102",,"Construction","5068499669","NB","1500000","Construction - Special Trade Contractors","1711","Plumbing, heating, air-conditioning","Manager",,,,,,,,,,,,,,,,"E2E0E6","-65.989638","45.409114"
9136,"684 tripp settlement rd","Keswick ridge","Touch The Earth Footwear","Eloise Stillwell-Kennett","1 to 4",,"F","Retail Trade","5063634376","NB","Less than $500,000","Apparel and Accessory Stores","5661","Shoe stores","Owner",,,,,,,,,,,,,,,,"E6L1X2","-66.887263","46.038537"
9137,"300-1 market sq","Saint john","Gonzalez, Dennis P","Dennis Gonzalez","3",,,"Services","5066481700","NB","500000","Legal Services","8111","Legal services",,,,,,,,,,,,,,,,,"E2L4Z6","-66.066342","45.259799"
9138,"1935 connolly ave","Bathurst","Ace Leasing Bathurst Ltd","Maxwell Taylor","1 to 4",,"M","Services","5065469874","NB","Less than $500,000","Business Services","7359","Equipment rental and leasing, nec","Owner",,,,,,,,,,,,,,,,"E2A4W7","-65.625851","47.600859"
9139,"208 water st exten","Campbellton","Armour Transport Inc","Peter Lagace","10 to 19","5067597276","M","Transportation, Communications, Electric, Gas, An","5067598744","NB","$1 to 2.5 million","Motor Freight Transportation","4213","Trucking, except local","Manager",,,,,,,,,,,,,,,,"E3N1B2","-66.672997","48.007705"
